r_cm,depth_cm,pb_n2n,nXt
1.16429081e+02,1.16179081e+02,1.88729479e-07,6.10437503e-04
1.16529106e+02,1.16279106e+02,1.88721733e-07,6.07590776e-04
1.16629131e+02,1.16379131e+02,1.88714010e-07,6.05981119e-04
1.16729156e+02,1.16479156e+02,1.88706307e-07,6.09954683e-04
1.16829181e+02,1.16579181e+02,1.88698626e-07,6.08432127e-04
1.16929206e+02,1.16679206e+02,1.88690967e-07,6.09647810e-04
1.17029231e+02,1.16779231e+02,1.88683328e-07,6.06124497e-04
1.17129256e+02,1.16879256e+02,1.88675711e-07,6.06128491e-04
1.17229281e+02,1.16979281e+02,1.88668115e-07,6.02183316e-04
1.17329306e+02,1.17079306e+02,1.88660540e-07,6.01605940e-04
1.17429331e+02,1.17179331e+02,1.88652986e-07,6.02933621e-04
1.17529357e+02,1.17279357e+02,1.88645453e-07,6.02701485e-04
1.17629382e+02,1.17379382e+02,1.88637941e-07,6.01503835e-04
1.17729407e+02,1.17479407e+02,1.88630449e-07,5.97185885e-04
1.17829432e+02,1.17579432e+02,1.88622978e-07,5.98030862e-04
1.17929457e+02,1.17679457e+02,1.88615528e-07,5.96119629e-04
1.18029482e+02,1.17779482e+02,1.88608098e-07,5.97143395e-04
1.18129507e+02,1.17879507e+02,1.88600688e-07,5.92910297e-04
1.18229532e+02,1.17979532e+02,1.88593299e-07,5.91387749e-04
1.18329557e+02,1.18079557e+02,1.88585930e-07,5.90519007e-04
1.18429582e+02,1.18179582e+02,1.88502766e-07,5.94644286e-04
1.18529607e+02,1.18279607e+02,1.87796413e-07,5.92780341e-04
1.18629632e+02,1.18379632e+02,1.87790659e-07,5.89325916e-04
1.18729657e+02,1.18479657e+02,1.87784921e-07,5.88440511e-04
1.18829682e+02,1.18579682e+02,1.87779198e-07,5.86008761e-04
1.18929707e+02,1.18679707e+02,1.87773490e-07,5.86763270e-04
1.19029732e+02,1.18779732e+02,1.87767798e-07,5.85137112e-04
1.19129757e+02,1.18879757e+02,1.87762120e-07,5.80602461e-04
1.19229782e+02,1.18979782e+02,1.87756458e-07,5.77534352e-04
1.19329807e+02,1.19079807e+02,1.87750811e-07,5.76644158e-04
1.19429832e+02,1.19179832e+02,1.87745179e-07,5.77485807e-04
1.19529857e+02,1.19279857e+02,1.87739562e-07,5.76236170e-04
1.19629882e+02,1.19379882e+02,1.87733959e-07,5.74246440e-04
1.19729907e+02,1.19479907e+02,1.87728372e-07,5.72427735e-04
1.19829932e+02,1.19579932e+02,1.87722799e-07,5.70307943e-04
1.19929957e+02,1.19679957e+02,1.87717241e-07,5.70529012e-04
1.20029982e+02,1.19779982e+02,1.87711698e-07,5.71190323e-04
1.20130008e+02,1.19880008e+02,1.87706169e-07,5.70205921e-04
1.20230033e+02,1.19980033e+02,1.87700655e-07,5.69474499e-04
1.20330058e+02,1.20080058e+02,1.87695156e-07,5.66941265e-04
1.20430083e+02,1.20180083e+02,1.87689671e-07,5.66130815e-04
1.20530108e+02,1.20280108e+02,1.87684200e-07,5.64379287e-04
1.20630133e+02,1.20380133e+02,1.87678744e-07,5.64517747e-04
1.20730158e+02,1.20480158e+02,1.87673302e-07,5.61261359e-04
1.20830183e+02,1.20580183e+02,1.87667874e-07,5.60815139e-04
1.20930208e+02,1.20680208e+02,1.87662461e-07,5.57826533e-04
1.21030233e+02,1.20780233e+02,1.87657061e-07,5.53980560e-04
1.21130258e+02,1.20880258e+02,1.87651676e-07,5.56032518e-04
1.21230283e+02,1.20980283e+02,1.87646305e-07,5.54042871e-04
1.21330308e+02,1.21080308e+02,1.87640948e-07,5.53675620e-04
1.21430333e+02,1.21180333e+02,1.87635605e-07,5.52718141e-04
1.21530358e+02,1.21280358e+02,1.87630276e-07,5.52616361e-04
1.21630383e+02,1.21380383e+02,1.87624960e-07,5.49646409e-04
1.21730408e+02,1.21480408e+02,1.87619659e-07,5.46974615e-04
1.21830433e+02,1.21580433e+02,1.87614371e-07,5.44496455e-04
1.21930458e+02,1.21680458e+02,1.87609097e-07,5.44873275e-04
1.22030483e+02,1.21780483e+02,1.87603837e-07,5.41406818e-04
1.22130508e+02,1.21880508e+02,1.87598590e-07,5.39758038e-04
1.22230533e+02,1.21980533e+02,1.87593357e-07,5.40669871e-04
1.22330558e+02,1.22080558e+02,1.87588137e-07,5.34925872e-04
1.22430583e+02,1.22180583e+02,1.87582931e-07,5.35039253e-04
1.22530608e+02,1.22280608e+02,1.87577739e-07,5.36868516e-04
1.22630633e+02,1.22380633e+02,1.87572559e-07,5.37000140e-04
1.22730658e+02,1.22480658e+02,1.87567393e-07,5.33359207e-04
1.22830684e+02,1.22580684e+02,1.87562241e-07,5.31713699e-04
1.22930709e+02,1.22680709e+02,1.87557101e-07,5.32844324e-04
1.23030734e+02,1.22780734e+02,1.87551975e-07,5.32255231e-04
1.23130759e+02,1.22880759e+02,1.87546862e-07,5.28470917e-04
1.23230784e+02,1.22980784e+02,1.87541762e-07,5.28050644e-04
1.23330809e+02,1.23080809e+02,1.87536675e-07,5.26789863e-04
1.23430834e+02,1.23180834e+02,1.87531602e-07,5.24954859e-04
1.23530859e+02,1.23280859e+02,1.87526541e-07,5.26600941e-04
1.23630884e+02,1.23380884e+02,1.87521493e-07,5.22838729e-04
1.23730909e+02,1.23480909e+02,1.87516458e-07,5.22128647e-04
1.23830934e+02,1.23580934e+02,1.87511436e-07,5.22841567e-04
1.23930959e+02,1.23680959e+02,1.87506427e-07,5.21665336e-04
1.24030984e+02,1.23780984e+02,1.87501430e-07,5.18221721e-04
1.24131009e+02,1.23881009e+02,1.87496446e-07,5.18840920e-04
1.24231034e+02,1.23981034e+02,1.87491475e-07,5.19778186e-04
1.24331059e+02,1.24081059e+02,1.87486516e-07,5.16590905e-04
1.24431084e+02,1.24181084e+02,1.87481570e-07,5.12522029e-04
1.24531109e+02,1.24281109e+02,1.87476637e-07,5.09328089e-04
1.24631134e+02,1.24381134e+02,1.87471716e-07,5.08818211e-04
1.24731159e+02,1.24481159e+02,1.87466808e-07,5.12277904e-04
1.24831184e+02,1.24581184e+02,1.87461912e-07,5.11971222e-04
1.24931209e+02,1.24681209e+02,1.87457028e-07,5.06679695e-04
1.25031234e+02,1.24781234e+02,1.87452157e-07,5.06182214e-04
1.25131259e+02,1.24881259e+02,1.87447297e-07,5.02837194e-04
1.25231284e+02,1.24981284e+02,1.87442451e-07,4.99234155e-04
1.25331309e+02,1.25081309e+02,1.87437616e-07,4.99594288e-04
1.25431335e+02,1.25181335e+02,1.87432794e-07,4.99300373e-04
1.25531360e+02,1.25281360e+02,1.29525144e-07,5.00424857e-04
1.25631385e+02,1.25381385e+02,1.24666550e-07,5.00176730e-04
1.25731410e+02,1.25481410e+02,1.24664851e-07,4.97345245e-04
1.25831435e+02,1.25581435e+02,1.24663156e-07,4.91055562e-04
1.25931460e+02,1.25681460e+02,1.24661465e-07,4.92025751e-04
1.26031485e+02,1.25781485e+02,1.24659778e-07,4.91993920e-04
1.26131510e+02,1.25881510e+02,1.24658096e-07,4.92888374e-04
1.26231535e+02,1.25981535e+02,1.24099712e-07,4.91055347e-04
1.26331560e+02,1.26081560e+02,1.22939758e-07,4.87365997e-04
1.26431585e+02,1.26181585e+02,1.22939355e-07,4.88956296e-04
1.26531610e+02,1.26281610e+02,1.22938953e-07,4.86879243e-04
1.26631635e+02,1.26381635e+02,1.22938552e-07,4.87356668e-04
1.26731660e+02,1.26481660e+02,1.22938152e-07,4.87403176e-04
1.26831685e+02,1.26581685e+02,1.22937753e-07,4.86095120e-04
1.26931710e+02,1.26681710e+02,1.22937355e-07,4.81345817e-04
1.27031735e+02,1.26781735e+02,1.24479667e-07,4.81798255e-04
1.27131760e+02,1.26881760e+02,1.33973965e-07,4.79888172e-04
1.27231785e+02,1.26981785e+02,1.33970500e-07,4.81004351e-04
1.27331810e+02,1.27081810e+02,1.33967044e-07,4.79418351e-04
1.27431835e+02,1.27181835e+02,1.33963597e-07,4.77196320e-04
1.27531860e+02,1.27281860e+02,1.33960158e-07,4.74941138e-04
1.27631885e+02,1.27381885e+02,1.33956728e-07,4.73961386e-04
1.27731910e+02,1.27481910e+02,1.33953306e-07,4.70734997e-04
1.27831935e+02,1.27581935e+02,1.33949893e-07,4.71069372e-04
1.27931960e+02,1.27681960e+02,1.33946488e-07,4.68127617e-04
1.28031985e+02,1.27781985e+02,1.33943092e-07,4.66344153e-04
1.28132011e+02,1.27882011e+02,1.33939704e-07,4.64616068e-04
1.28232036e+02,1.27982036e+02,1.33936324e-07,4.65160266e-04
1.28332061e+02,1.28082061e+02,1.33932953e-07,4.61359885e-04
1.28432086e+02,1.28182086e+02,1.33929590e-07,4.62855342e-04
1.28532111e+02,1.28282111e+02,1.33926236e-07,4.61264844e-04
1.28632136e+02,1.28382136e+02,1.33922890e-07,4.60252100e-04
1.28732161e+02,1.28482161e+02,7.30353601e-08,4.57015466e-04
1.28832186e+02,1.28582186e+02,6.10028605e-08,4.58524183e-04
1.28932211e+02,1.28682211e+02,6.10028551e-08,4.55899979e-04
1.29032236e+02,1.28782236e+02,6.10028497e-08,4.52430621e-04
1.29132261e+02,1.28882261e+02,6.10028443e-08,4.52382934e-04
1.29232286e+02,1.28982286e+02,6.10028389e-08,4.55526497e-04
1.29332311e+02,1.29082311e+02,6.10028335e-08,4.55921315e-04
1.29432336e+02,1.29182336e+02,6.10028281e-08,4.52289285e-04
1.29532361e+02,1.29282361e+02,6.10028227e-08,4.52590078e-04
1.29632386e+02,1.29382386e+02,6.10028174e-08,4.51213450e-04
1.29732411e+02,1.29482411e+02,6.10028120e-08,4.47143949e-04
1.29832436e+02,1.29582436e+02,6.10028067e-08,4.45832992e-04
1.29932461e+02,1.29682461e+02,6.10028014e-08,4.45288973e-04
1.30032486e+02,1.29782486e+02,6.10027961e-08,4.43876730e-04
1.30132511e+02,1.29882511e+02,6.10027908e-08,4.48968192e-04
1.30232536e+02,1.29982536e+02,6.10027855e-08,4.43302541e-04
1.30332561e+02,1.30082561e+02,6.10027802e-08,4.40673567e-04
1.30432586e+02,1.30182586e+02,6.10027750e-08,4.40567783e-04
1.30532611e+02,1.30282611e+02,6.10027697e-08,4.40989005e-04
1.30632636e+02,1.30382636e+02,6.10027645e-08,4.41150097e-04
1.30732661e+02,1.30482661e+02,6.10027593e-08,4.40175099e-04
1.30832687e+02,1.30582687e+02,6.10027540e-08,4.38052744e-04
1.30932712e+02,1.30682712e+02,6.10027489e-08,4.39472208e-04
1.31032737e+02,1.30782737e+02,6.10027437e-08,4.37105004e-04
1.31132762e+02,1.30882762e+02,6.10027385e-08,4.36252859e-04
1.31232787e+02,1.30982787e+02,6.10027333e-08,4.34110748e-04
1.31332812e+02,1.31082812e+02,6.10027282e-08,4.33909080e-04
1.31432837e+02,1.31182837e+02,6.10027230e-08,4.35279061e-04
1.31532862e+02,1.31282862e+02,6.10027179e-08,4.35250709e-04
1.31632887e+02,1.31382887e+02,6.10027128e-08,4.33965229e-04
1.31732912e+02,1.31482912e+02,6.10027077e-08,4.30531963e-04
1.31832937e+02,1.31582937e+02,6.10027026e-08,4.31829253e-04
1.31932962e+02,1.31682962e+02,6.10026975e-08,4.31183188e-04
1.32032987e+02,1.31782987e+02,6.10026925e-08,4.30700029e-04
1.32133012e+02,1.31883012e+02,6.10026874e-08,4.30085638e-04
1.32233037e+02,1.31983037e+02,6.10026824e-08,4.28180830e-04
1.32333062e+02,1.32083062e+02,6.10026773e-08,4.28441672e-04
1.32433087e+02,1.32183087e+02,6.10026723e-08,4.24239769e-04
1.32533112e+02,1.32283112e+02,6.10026673e-08,4.23696204e-04
1.32633137e+02,1.32383137e+02,2.19450183e-08,4.19789142e-04
1.32733162e+02,1.32483162e+02,0.00000000e+00,4.20253315e-04
1.32833187e+02,1.32583187e+02,0.00000000e+00,4.18065360e-04
1.32933212e+02,1.32683212e+02,0.00000000e+00,4.17730136e-04
1.33033237e+02,1.32783237e+02,0.00000000e+00,4.17253540e-04
1.33133262e+02,1.32883262e+02,0.00000000e+00,4.16707050e-04
1.33233287e+02,1.32983287e+02,0.00000000e+00,4.13540273e-04
1.33333312e+02,1.33083312e+02,0.00000000e+00,4.10658211e-04
1.33433338e+02,1.33183338e+02,0.00000000e+00,4.10195584e-04
1.33533363e+02,1.33283363e+02,0.00000000e+00,4.07476128e-04
1.33633388e+02,1.33383388e+02,0.00000000e+00,4.07942737e-04
1.33733413e+02,1.33483413e+02,0.00000000e+00,4.07866421e-04
1.33833438e+02,1.33583438e+02,0.00000000e+00,4.06436394e-04
1.33933463e+02,1.33683463e+02,0.00000000e+00,4.05875217e-04
1.34033488e+02,1.33783488e+02,0.00000000e+00,4.05246341e-04
1.34133513e+02,1.33883513e+02,0.00000000e+00,4.04860413e-04
1.34233538e+02,1.33983538e+02,0.00000000e+00,4.06015298e-04
1.34333563e+02,1.34083563e+02,0.00000000e+00,4.02624217e-04
1.34433588e+02,1.34183588e+02,0.00000000e+00,4.00285384e-04
1.34533613e+02,1.34283613e+02,0.00000000e+00,3.98334070e-04
1.34633638e+02,1.34383638e+02,0.00000000e+00,3.97293108e-04
1.34733663e+02,1.34483663e+02,0.00000000e+00,3.96032601e-04
1.34833688e+02,1.34583688e+02,0.00000000e+00,3.95900420e-04
1.34933713e+02,1.34683713e+02,0.00000000e+00,3.96419362e-04
1.35033738e+02,1.34783738e+02,0.00000000e+00,3.92675380e-04
1.35133763e+02,1.34883763e+02,0.00000000e+00,3.90252946e-04
1.35233788e+02,1.34983788e+02,0.00000000e+00,3.87897376e-04
1.35333813e+02,1.35083813e+02,0.00000000e+00,3.88206007e-04
1.35433838e+02,1.35183838e+02,0.00000000e+00,3.87727302e-04
1.35533863e+02,1.35283863e+02,0.00000000e+00,3.86353438e-04
1.35633888e+02,1.35383888e+02,0.00000000e+00,3.85172403e-04
1.35733913e+02,1.35483913e+02,0.00000000e+00,3.83347704e-04
1.35833938e+02,1.35583938e+02,0.00000000e+00,3.81874358e-04
1.35933963e+02,1.35683963e+02,0.00000000e+00,3.79173313e-04
1.36033988e+02,1.35783988e+02,0.00000000e+00,3.80680245e-04
1.36134014e+02,1.35884014e+02,0.00000000e+00,3.79826122e-04
1.36234039e+02,1.35984039e+02,0.00000000e+00,3.79205003e-04
1.36334064e+02,1.36084064e+02,0.00000000e+00,3.79603519e-04
1.36434089e+02,1.36184089e+02,0.00000000e+00,3.78579018e-04
1.36534114e+02,1.36284114e+02,0.00000000e+00,3.80004217e-04
1.36634139e+02,1.36384139e+02,0.00000000e+00,3.79061470e-04
1.36734164e+02,1.36484164e+02,0.00000000e+00,3.78120758e-04
1.36834189e+02,1.36584189e+02,0.00000000e+00,3.76422178e-04
1.36934214e+02,1.36684214e+02,0.00000000e+00,3.74001279e-04
1.37034239e+02,1.36784239e+02,0.00000000e+00,3.73541679e-04
1.37134264e+02,1.36884264e+02,0.00000000e+00,3.71958367e-04
1.37234289e+02,1.36984289e+02,0.00000000e+00,3.71039711e-04
1.37334314e+02,1.37084314e+02,0.00000000e+00,3.72065235e-04
1.37434339e+02,1.37184339e+02,0.00000000e+00,3.69708366e-04
1.37534364e+02,1.37284364e+02,0.00000000e+00,3.68074053e-04
1.37634389e+02,1.37384389e+02,0.00000000e+00,3.67095138e-04
1.37734414e+02,1.37484414e+02,0.00000000e+00,3.68113043e-04
1.37834439e+02,1.37584439e+02,0.00000000e+00,3.65074451e-04
1.37934464e+02,1.37684464e+02,0.00000000e+00,3.66654126e-04
1.38034489e+02,1.37784489e+02,0.00000000e+00,3.67056311e-04
1.38134514e+02,1.37884514e+02,0.00000000e+00,3.63996285e-04
1.38234539e+02,1.37984539e+02,0.00000000e+00,3.63940561e-04
1.38334564e+02,1.38084564e+02,0.00000000e+00,3.63434438e-04
1.38434589e+02,1.38184589e+02,0.00000000e+00,3.62913034e-04
1.38534614e+02,1.38284614e+02,0.00000000e+00,3.60787985e-04
1.38634639e+02,1.38384639e+02,0.00000000e+00,3.57794452e-04
1.38734664e+02,1.38484664e+02,0.00000000e+00,3.58250939e-04
1.38834690e+02,1.38584690e+02,0.00000000e+00,3.56454798e-04
1.38934715e+02,1.38684715e+02,0.00000000e+00,3.55361676e-04
1.39034740e+02,1.38784740e+02,0.00000000e+00,3.52998864e-04
1.39134765e+02,1.38884765e+02,0.00000000e+00,3.54484066e-04
1.39234790e+02,1.38984790e+02,0.00000000e+00,3.53084855e-04
1.39334815e+02,1.39084815e+02,0.00000000e+00,3.52038347e-04
1.39434840e+02,1.39184840e+02,0.00000000e+00,3.51377677e-04
1.39534865e+02,1.39284865e+02,0.00000000e+00,3.51554418e-04
1.39634890e+02,1.39384890e+02,0.00000000e+00,3.52492643e-04
1.39734915e+02,1.39484915e+02,0.00000000e+00,3.51043678e-04
1.39834940e+02,1.39584940e+02,0.00000000e+00,3.48648939e-04
1.39934965e+02,1.39684965e+02,0.00000000e+00,3.47882168e-04
1.40034990e+02,1.39784990e+02,0.00000000e+00,3.46744906e-04
1.40135015e+02,1.39885015e+02,0.00000000e+00,3.49677876e-04
1.40235040e+02,1.39985040e+02,0.00000000e+00,3.45740089e-04
1.40335065e+02,1.40085065e+02,0.00000000e+00,3.45519560e-04
1.40435090e+02,1.40185090e+02,0.00000000e+00,3.44543591e-04
1.40535115e+02,1.40285115e+02,0.00000000e+00,3.44608757e-04
1.40635140e+02,1.40385140e+02,0.00000000e+00,3.41725255e-04
1.40735165e+02,1.40485165e+02,0.00000000e+00,3.41752976e-04
1.40835190e+02,1.40585190e+02,0.00000000e+00,3.40032347e-04
1.40935215e+02,1.40685215e+02,0.00000000e+00,3.39813489e-04
1.41035240e+02,1.40785240e+02,0.00000000e+00,3.39297503e-04
1.41135265e+02,1.40885265e+02,0.00000000e+00,3.35638008e-04
1.41235290e+02,1.40985290e+02,0.00000000e+00,3.37723763e-04
1.41335315e+02,1.41085315e+02,0.00000000e+00,3.35978268e-04
1.41435341e+02,1.41185341e+02,0.00000000e+00,3.32844459e-04
1.41535366e+02,1.41285366e+02,0.00000000e+00,3.33631877e-04
1.41635391e+02,1.41385391e+02,0.00000000e+00,3.34439122e-04
1.41735416e+02,1.41485416e+02,0.00000000e+00,3.33589130e-04
1.41835441e+02,1.41585441e+02,0.00000000e+00,3.32995131e-04
1.41935466e+02,1.41685466e+02,0.00000000e+00,3.30382869e-04
1.42035491e+02,1.41785491e+02,0.00000000e+00,3.28621575e-04
1.42135516e+02,1.41885516e+02,0.00000000e+00,3.30515845e-04
1.42235541e+02,1.41985541e+02,0.00000000e+00,3.30002006e-04
1.42335566e+02,1.42085566e+02,0.00000000e+00,3.28712311e-04
1.42435591e+02,1.42185591e+02,0.00000000e+00,3.26447783e-04
1.42535616e+02,1.42285616e+02,0.00000000e+00,3.24702435e-04
1.42635641e+02,1.42385641e+02,0.00000000e+00,3.24477325e-04
1.42735666e+02,1.42485666e+02,0.00000000e+00,3.21782165e-04
1.42835691e+02,1.42585691e+02,0.00000000e+00,3.21106418e-04
1.42935716e+02,1.42685716e+02,0.00000000e+00,3.24558771e-04
1.43035741e+02,1.42785741e+02,0.00000000e+00,3.23416263e-04
1.43135766e+02,1.42885766e+02,0.00000000e+00,3.22735160e-04
1.43235791e+02,1.42985791e+02,0.00000000e+00,3.22164518e-04
1.43335816e+02,1.43085816e+02,0.00000000e+00,3.19534168e-04
1.43435841e+02,1.43185841e+02,0.00000000e+00,3.20025744e-04
1.43535866e+02,1.43285866e+02,0.00000000e+00,3.17256093e-04
1.43635891e+02,1.43385891e+02,0.00000000e+00,3.17733909e-04
1.43735916e+02,1.43485916e+02,0.00000000e+00,3.17735138e-04
1.43835941e+02,1.43585941e+02,0.00000000e+00,3.14656655e-04
1.43935966e+02,1.43685966e+02,0.00000000e+00,3.16551374e-04
1.44035991e+02,1.43785991e+02,0.00000000e+00,3.14620335e-04
1.44136017e+02,1.43886017e+02,0.00000000e+00,3.12410821e-04
1.44236042e+02,1.43986042e+02,0.00000000e+00,3.12720825e-04
1.44336067e+02,1.44086067e+02,0.00000000e+00,3.12222754e-04
1.44436092e+02,1.44186092e+02,0.00000000e+00,3.08851948e-04
1.44536117e+02,1.44286117e+02,0.00000000e+00,3.07823556e-04
1.44636142e+02,1.44386142e+02,0.00000000e+00,3.08683634e-04
1.44736167e+02,1.44486167e+02,0.00000000e+00,3.09994115e-04
1.44836192e+02,1.44586192e+02,0.00000000e+00,3.08804631e-04
1.44936217e+02,1.44686217e+02,0.00000000e+00,3.08531189e-04
1.45036242e+02,1.44786242e+02,0.00000000e+00,3.07867201e-04
1.45136267e+02,1.44886267e+02,0.00000000e+00,3.05440439e-04
1.45236292e+02,1.44986292e+02,0.00000000e+00,3.04474633e-04
1.45336317e+02,1.45086317e+02,0.00000000e+00,3.07001200e-04
1.45436342e+02,1.45186342e+02,0.00000000e+00,3.04513827e-04
1.45536367e+02,1.45286367e+02,0.00000000e+00,3.03031664e-04
1.45636392e+02,1.45386392e+02,0.00000000e+00,3.03800550e-04
1.45736417e+02,1.45486417e+02,0.00000000e+00,2.99686688e-04
1.45836442e+02,1.45586442e+02,0.00000000e+00,3.00761231e-04
1.45936467e+02,1.45686467e+02,0.00000000e+00,3.00893747e-04
1.46036492e+02,1.45786492e+02,0.00000000e+00,2.99677640e-04
1.46136517e+02,1.45886517e+02,0.00000000e+00,2.94935801e-04
1.46236542e+02,1.45986542e+02,0.00000000e+00,2.96622042e-04
1.46336567e+02,1.46086567e+02,0.00000000e+00,2.96182935e-04
1.46436592e+02,1.46186592e+02,0.00000000e+00,2.97350274e-04
1.46536617e+02,1.46286617e+02,0.00000000e+00,2.95926433e-04
1.46636642e+02,1.46386642e+02,0.00000000e+00,2.93402997e-04
1.46736668e+02,1.46486668e+02,0.00000000e+00,2.92017347e-04
1.46836693e+02,1.46586693e+02,0.00000000e+00,2.88850834e-04
1.46936718e+02,1.46686718e+02,0.00000000e+00,2.88417553e-04
1.47036743e+02,1.46786743e+02,0.00000000e+00,2.86109996e-04
1.47136768e+02,1.46886768e+02,0.00000000e+00,2.87314414e-04
1.47236793e+02,1.46986793e+02,0.00000000e+00,2.87254880e-04
1.47336818e+02,1.47086818e+02,0.00000000e+00,2.84546295e-04
1.47436843e+02,1.47186843e+02,0.00000000e+00,2.85457916e-04
1.47536868e+02,1.47286868e+02,0.00000000e+00,2.85172654e-04
1.47636893e+02,1.47386893e+02,0.00000000e+00,2.85190937e-04
1.47736918e+02,1.47486918e+02,0.00000000e+00,2.87147137e-04
1.47836943e+02,1.47586943e+02,0.00000000e+00,2.88687811e-04
1.47936968e+02,1.47686968e+02,0.00000000e+00,2.86906116e-04
1.48036993e+02,1.47786993e+02,0.00000000e+00,2.82921411e-04
1.48137018e+02,1.47887018e+02,0.00000000e+00,2.82062051e-04
1.48237043e+02,1.47987043e+02,0.00000000e+00,2.83307383e-04
1.48337068e+02,1.48087068e+02,0.00000000e+00,2.79987391e-04
1.48437093e+02,1.48187093e+02,0.00000000e+00,2.80053559e-04
1.48537118e+02,1.48287118e+02,0.00000000e+00,2.77456580e-04
1.48637143e+02,1.48387143e+02,0.00000000e+00,2.75794018e-04
1.48737168e+02,1.48487168e+02,0.00000000e+00,2.76214673e-04
1.48837193e+02,1.48587193e+02,0.00000000e+00,2.74523971e-04
1.48937218e+02,1.48687218e+02,0.00000000e+00,2.72329404e-04
1.49037243e+02,1.48787243e+02,0.00000000e+00,2.73734522e-04
1.49137268e+02,1.48887268e+02,0.00000000e+00,2.70422387e-04
1.49237293e+02,1.48987293e+02,0.00000000e+00,2.71246573e-04
1.49337318e+02,1.49087318e+02,0.00000000e+00,2.68894737e-04
1.49437344e+02,1.49187344e+02,0.00000000e+00,2.69414847e-04
1.49537369e+02,1.49287369e+02,0.00000000e+00,2.71184226e-04
1.49637394e+02,1.49387394e+02,0.00000000e+00,2.70867293e-04
1.49737419e+02,1.49487419e+02,0.00000000e+00,2.69930687e-04
1.49837444e+02,1.49587444e+02,0.00000000e+00,2.70777380e-04
1.49937469e+02,1.49687469e+02,0.00000000e+00,2.69740095e-04
1.50037494e+02,1.49787494e+02,0.00000000e+00,2.69810512e-04
1.50137519e+02,1.49887519e+02,0.00000000e+00,2.66547669e-04
1.50237544e+02,1.49987544e+02,0.00000000e+00,2.65818878e-04
1.50337569e+02,1.50087569e+02,0.00000000e+00,2.63921746e-04
1.50437594e+02,1.50187594e+02,0.00000000e+00,2.62463014e-04
1.50537619e+02,1.50287619e+02,0.00000000e+00,2.62918999e-04
1.50637644e+02,1.50387644e+02,0.00000000e+00,2.64152221e-04
1.50737669e+02,1.50487669e+02,0.00000000e+00,2.61885436e-04
1.50837694e+02,1.50587694e+02,0.00000000e+00,2.59433168e-04
1.50937719e+02,1.50687719e+02,0.00000000e+00,2.59109023e-04
1.51037744e+02,1.50787744e+02,0.00000000e+00,2.59941288e-04
1.51137769e+02,1.50887769e+02,0.00000000e+00,2.58402676e-04
1.51237794e+02,1.50987794e+02,0.00000000e+00,2.57274388e-04
1.51337819e+02,1.51087819e+02,0.00000000e+00,2.57054873e-04
1.51437844e+02,1.51187844e+02,0.00000000e+00,2.56730388e-04
1.51537869e+02,1.51287869e+02,0.00000000e+00,2.56892054e-04
1.51637894e+02,1.51387894e+02,0.00000000e+00,2.55297563e-04
1.51737919e+02,1.51487919e+02,0.00000000e+00,2.56445529e-04
1.51837944e+02,1.51587944e+02,0.00000000e+00,2.55602824e-04
1.51937969e+02,1.51687969e+02,0.00000000e+00,2.52276189e-04
1.52037994e+02,1.51787994e+02,0.00000000e+00,2.52527885e-04
1.52138020e+02,1.51888020e+02,0.00000000e+00,2.51042639e-04
1.52238045e+02,1.51988045e+02,0.00000000e+00,2.51368562e-04
1.52338070e+02,1.52088070e+02,0.00000000e+00,2.47812930e-04
1.52438095e+02,1.52188095e+02,0.00000000e+00,2.48243744e-04
1.52538120e+02,1.52288120e+02,0.00000000e+00,2.47322541e-04
1.52638145e+02,1.52388145e+02,0.00000000e+00,2.46332288e-04
1.52738170e+02,1.52488170e+02,0.00000000e+00,2.42818772e-04
1.52838195e+02,1.52588195e+02,0.00000000e+00,2.43463182e-04
1.52938220e+02,1.52688220e+02,0.00000000e+00,2.43664280e-04
1.53038245e+02,1.52788245e+02,0.00000000e+00,2.43587745e-04
1.53138270e+02,1.52888270e+02,0.00000000e+00,2.40726051e-04
1.53238295e+02,1.52988295e+02,0.00000000e+00,2.38698024e-04
1.53338320e+02,1.53088320e+02,0.00000000e+00,2.38214442e-04
1.53438345e+02,1.53188345e+02,0.00000000e+00,2.37757913e-04
1.53538370e+02,1.53288370e+02,0.00000000e+00,2.39491142e-04
1.53638395e+02,1.53388395e+02,0.00000000e+00,2.40231777e-04
1.53738420e+02,1.53488420e+02,0.00000000e+00,2.38293276e-04
1.53838445e+02,1.53588445e+02,0.00000000e+00,2.36030652e-04
1.53938470e+02,1.53688470e+02,0.00000000e+00,2.36594662e-04
1.54038495e+02,1.53788495e+02,0.00000000e+00,2.33447777e-04
1.54138520e+02,1.53888520e+02,0.00000000e+00,2.34753157e-04
1.54238545e+02,1.53988545e+02,0.00000000e+00,2.35036733e-04
1.54338570e+02,1.54088570e+02,0.00000000e+00,2.35327730e-04
1.54438595e+02,1.54188595e+02,0.00000000e+00,2.33772706e-04
1.54538620e+02,1.54288620e+02,0.00000000e+00,2.34862463e-04
1.54638645e+02,1.54388645e+02,0.00000000e+00,2.32806815e-04
1.54738671e+02,1.54488671e+02,0.00000000e+00,2.33160622e-04
1.54838696e+02,1.54588696e+02,0.00000000e+00,2.34888907e-04
1.54938721e+02,1.54688721e+02,0.00000000e+00,2.31902502e-04
1.55038746e+02,1.54788746e+02,0.00000000e+00,2.29311602e-04
1.55138771e+02,1.54888771e+02,0.00000000e+00,2.28674735e-04
